2.2,0.544,-1.944,1.0
2.233,0.589,-1.921,1.0
2.266,0.632,-1.898,1.0
2.3,0.675,-1.875,1.0
2.333,0.717,-1.853,1.0
2.366,0.758,-1.831,1.0
2.4,0.798,-1.81,1.0
2.433,0.837,-1.788,1.0
2.466,0.876,-1.767,1.0
2.5,0.913,-1.746,1.0
2.533,0.95,-1.724,1.0
2.566,0.987,-1.702,1.0
2.6,1.023,-1.68,1.0
2.633,1.058,-1.658,1.0
2.666,1.094,-1.634,1.0
2.7,1.129,-1.61,1.0
2.733,1.164,-1.585,1.0
2.766,1.199,-1.56,1.0
2.8,1.235,-1.533,1.0
2.833,1.27,-1.506,1.0
2.866,1.306,-1.477,1.0
2.9,1.343,-1.448,1.0
2.933,1.38,-1.419,1.0
2.966,1.417,-1.388,1.0
3.0,1.455,-1.358,1.0
3.033,1.493,-1.327,1.0
3.066,1.532,-1.296,1.0
3.1,1.571,-1.266,1.0
3.133,1.61,-1.237,1.0
3.166,1.648,-1.209,1.0
3.2,1.687,-1.182,1.0
3.233,1.725,-1.158,1.0
3.266,1.762,-1.136,1.0
3.3,1.799,-1.117,1.0
3.333,1.834,-1.102,1.0
3.366,1.867,-1.091,1.0
3.4,1.898,-1.085,1.0
3.433,1.926,-1.084,1.0
3.466,1.952,-1.088,1.0
3.5,1.974,-1.099,1.0
3.533,1.994,-1.117,1.0
3.566,2.009,-1.141,1.0
3.6,2.021,-1.173,1.0
3.633,2.028,-1.212,1.0
3.666,2.032,-1.258,1.0
3.7,2.032,-1.311,1.0
3.733,2.028,-1.37,1.0
3.766,2.021,-1.435,1.0
3.8,2.017,-1.554,1.0
3.833,2.023,-1.642,1.0
3.866,2.023,-1.721,1.0
3.9,2.018,-1.791,1.0
3.933,2.008,-1.85,1.0
3.966,1.991,-1.899,1.0
4.0,1.969,-1.939,1.0
4.033,1.942,-1.97,1.0
4.066,1.91,-1.994,1.0
4.1,1.874,-2.011,1.0
4.133,1.836,-2.024,1.0
4.166,1.795,-2.032,1.0
4.2,1.752,-2.038,1.0
4.233,1.707,-2.042,1.0
4.266,1.662,-2.045,1.0
4.3,1.617,-2.047,1.0
4.333,1.572,-2.051,1.0
4.366,1.527,-2.055,1.0
4.4,1.483,-2.06,1.0
4.433,1.441,-2.067,1.0
4.466,1.399,-2.076,1.0
4.5,1.359,-2.087,1.0
4.533,1.321,-2.099,1.0
4.566,1.285,-2.113,1.0
4.6,1.25,-2.129,1.0
4.633,1.218,-2.145,1.0
4.666,1.188,-2.163,1.0
4.7,1.159,-2.182,1.0
4.733,1.133,-2.201,1.0
4.766,1.11,-2.221,1.0
4.8,1.088,-2.241,1.0
4.833,1.069,-2.262,1.0
4.866,1.051,-2.282,1.0
4.9,1.035,-2.302,1.0
4.933,1.021,-2.322,1.0
4.966,1.009,-2.342,1.0
5.0,0.997,-2.361,1.0
5.033,0.985,-2.379,1.0
5.066,0.973,-2.397,1.0
5.1,0.96,-2.414,1.0
5.133,0.946,-2.431,1.0
5.166,0.929,-2.446,1.0
5.2,0.909,-2.46,1.0
5.233,0.885,-2.473,1.0
5.266,0.855,-2.485,1.0
5.3,0.82,-2.494,1.0
5.333,0.778,-2.501,1.0
5.366,0.73,-2.507,1.0
5.4,0.674,-2.509,1.0
5.433,0.611,-2.51,1.0
5.466,0.541,-2.508,1.0
5.5,0.461,-2.509,1.0
5.533,0.415,-2.51,1.0
5.566,0.372,-2.51,1.0
5.6,0.332,-2.508,1.0
5.633,0.294,-2.505,1.0
5.666,0.259,-2.5,1.0
5.7,0.227,-2.492,1.0
5.733,0.197,-2.483,1.0
5.766,0.171,-2.471,1.0
5.8,0.147,-2.457,1.0
5.833,0.126,-2.44,1.0
5.866,0.107,-2.422,1.0
5.9,0.091,-2.401,1.0
5.933,0.077,-2.377,1.0
5.966,0.066,-2.352,1.0
6.0,0.056,-2.324,1.0
6.033,0.048,-2.294,1.0
6.066,0.041,-2.263,1.0
6.1,0.036,-2.229,1.0
6.133,0.032,-2.194,1.0
6.166,0.029,-2.156,1.0
6.2,0.027,-2.118,1.0
6.233,0.026,-2.078,1.0
6.266,0.025,-2.036,1.0
6.3,0.024,-1.993,1.0
6.333,0.024,-1.95,1.0
6.366,0.023,-1.905,1.0
6.4,0.023,-1.859,1.0
6.433,0.022,-1.813,1.0
6.466,0.021,-1.765,1.0
6.5,0.019,-1.718,1.0
6.533,0.017,-1.669,1.0
6.566,0.015,-1.621,1.0
6.6,0.012,-1.572,1.0
6.633,0.008,-1.523,1.0
6.666,0.003,-1.473,1.0
6.7,-0.002,-1.424,1.0
6.733,-0.008,-1.374,1.0
6.766,-0.014,-1.325,1.0
6.8,-0.022,-1.276,1.0
6.833,-0.03,-1.227,1.0
6.866,-0.038,-1.178,1.0
6.9,-0.048,-1.129,1.0
6.933,-0.057,-1.08,1.0
6.966,-0.068,-1.032,1.0
7.0,-0.078,-0.984,1.0
7.033,-0.089,-0.936,1.0
7.066,-0.101,-0.889,1.0
7.1,-0.112,-0.842,1.0
7.133,-0.124,-0.795,1.0
7.166,-0.136,-0.749,1.0
7.2,-0.148,-0.703,1.0
7.233,-0.159,-0.657,1.0
7.266,-0.171,-0.611,1.0
7.3,-0.182,-0.566,1.0
7.333,-0.193,-0.521,1.0
7.366,-0.203,-0.476,1.0
7.4,-0.213,-0.431,1.0
7.433,-0.222,-0.386,1.0
7.466,-0.231,-0.342,1.0
7.5,-0.239,-0.298,1.0
7.533,-0.246,-0.253,1.0
7.566,-0.252,-0.209,1.0
7.6,-0.258,-0.165,1.0
7.633,-0.262,-0.12,1.0
7.666,-0.266,-0.076,1.0
7.7,-0.268,-0.032,1.0
7.733,-0.27,0.013,1.0
7.766,-0.27,0.057,1.0
7.8,-0.27,0.102,1.0
7.833,-0.268,0.147,1.0
7.866,-0.266,0.192,1.0
7.9,-0.262,0.238,1.0
7.933,-0.258,0.283,1.0
7.966,-0.252,0.329,1.0
8.0,-0.246,0.375,1.0
8.033,-0.239,0.421,1.0
8.066,-0.231,0.468,1.0
8.1,-0.222,0.514,1.0
8.133,-0.213,0.561,1.0
8.166,-0.203,0.608,1.0
8.2,-0.193,0.655,1.0
8.233,-0.183,0.703,1.0
8.266,-0.172,0.75,1.0
8.3,-0.16,0.798,1.0
8.333,-0.149,0.845,1.0
8.366,-0.138,0.893,1.0
8.4,-0.127,0.94,1.0
8.433,-0.116,0.988,1.0
8.466,-0.105,1.035,1.0
8.5,-0.095,1.082,1.0
8.533,-0.085,1.129,1.0
8.566,-0.076,1.176,1.0
8.6,-0.067,1.222,1.0
8.633,-0.06,1.268,1.0
8.666,-0.053,1.313,1.0
8.7,-0.047,1.358,1.0
8.733,-0.043,1.402,1.0
8.766,-0.039,1.445,1.0
8.8,-0.037,1.488,1.0
8.833,-0.036,1.529,1.0
8.866,-0.036,1.57,1.0
8.9,-0.038,1.61,1.0
8.933,-0.041,1.648,1.0
8.966,-0.046,1.685,1.0
9.0,-0.052,1.721,1.0
9.033,-0.06,1.755,1.0
9.066,-0.069,1.788,1.0
9.1,-0.079,1.819,1.0
9.133,-0.091,1.848,1.0
9.166,-0.104,1.876,1.0
9.2,-0.119,1.902,1.0
9.233,-0.134,1.926,1.0
9.266,-0.151,1.947,1.0
9.3,-0.169,1.967,1.0
9.333,-0.187,1.985,1.0
9.366,-0.207,2.0,1.0
9.4,-0.227,2.013,1.0
9.433,-0.247,2.023,1.0
9.466,-0.268,2.031,1.0
9.5,-0.289,2.036,1.0
9.533,-0.31,2.039,1.0
9.566,-0.331,2.04,1.0
9.6,-0.352,2.037,1.0
9.633,-0.371,2.032,1.0
9.666,-0.391,2.024,1.0
9.7,-0.409,2.013,1.0
9.733,-0.426,2.0,1.0
9.766,-0.442,1.983,1.0
9.8,-0.457,1.964,1.0
9.833,-0.47,1.942,1.0
9.866,-0.481,1.916,1.0
9.9,-0.491,1.888,1.0
9.933,-0.499,1.857,1.0
9.966,-0.505,1.824,1.0
10.0,-0.509,1.787,1.0
10.033,-0.512,1.747,1.0
10.066,-0.512,1.704,1.0
10.1,-0.512,1.659,1.0
10.133,-0.509,1.611,1.0
10.166,-0.506,1.559,1.0
10.2,-0.495,1.463,1.0
10.233,-0.495,1.383,1.0
10.266,-0.496,1.308,1.0
10.3,-0.497,1.237,1.0
10.333,-0.499,1.171,1.0
10.366,-0.5,1.112,1.0
10.4,-0.501,1.059,1.0
10.433,-0.501,1.011,1.0
10.466,-0.501,0.97,1.0
10.5,-0.499,0.934,1.0
10.533,-0.496,0.903,1.0
10.566,-0.492,0.875,1.0
10.6,-0.487,0.851,1.0
10.633,-0.481,0.828,1.0
10.666,-0.475,0.807,1.0
10.7,-0.469,0.785,1.0
10.733,-0.463,0.763,1.0
10.766,-0.457,0.74,1.0
10.8,-0.453,0.715,1.0
10.833,-0.449,0.687,1.0
10.866,-0.446,0.658,1.0
10.9,-0.444,0.626,1.0
10.933,-0.442,0.591,1.0
10.966,-0.442,0.555,1.0
11.0,-0.442,0.517,1.0
11.033,-0.442,0.478,1.0
11.066,-0.442,0.439,1.0
11.1,-0.441,0.401,1.0
11.133,-0.438,0.365,1.0
11.166,-0.432,0.33,1.0
11.2,-0.424,0.299,1.0
11.233,-0.411,0.271,1.0
11.266,-0.394,0.247,1.0
11.3,-0.371,0.228,1.0
11.333,-0.342,0.213,1.0
11.366,-0.307,0.202,1.0
11.4,-0.265,0.196,1.0
11.433,-0.217,0.193,1.0
11.466,-0.163,0.193,1.0
11.5,-0.102,0.195,1.0
11.533,-0.037,0.198,1.0
11.566,0.02,0.241,1.0
11.6,0.078,0.238,1.0
11.633,0.136,0.23,1.0
11.666,0.191,0.216,1.0
11.7,0.245,0.197,1.0
11.733,0.297,0.174,1.0
11.766,0.347,0.146,1.0
11.8,0.394,0.114,1.0
11.833,0.439,0.079,1.0
11.866,0.482,0.04,1.0
11.9,0.522,-0.001,1.0
11.933,0.56,-0.045,1.0
11.966,0.596,-0.09,1.0
12.0,0.63,-0.136,1.0
12.033,0.662,-0.183,1.0
12.066,0.692,-0.23,1.0
12.1,0.721,-0.277,1.0
12.133,0.747,-0.323,1.0
12.166,0.773,-0.368,1.0
12.2,0.797,-0.412,1.0
12.233,0.819,-0.455,1.0
12.266,0.841,-0.496,1.0
12.3,0.861,-0.535,1.0
12.333,0.881,-0.572,1.0
12.366,0.9,-0.608,1.0
12.4,0.918,-0.641,1.0
12.433,0.935,-0.672,1.0
12.466,0.951,-0.702,1.0
12.5,0.968,-0.73,1.0
12.533,0.983,-0.756,1.0
12.566,0.999,-0.781,1.0
12.6,1.014,-0.804,1.0
12.633,1.029,-0.826,1.0
12.666,1.043,-0.848,1.0
12.7,1.058,-0.869,1.0
12.733,1.072,-0.889,1.0
12.766,1.087,-0.909,1.0
12.8,1.101,-0.929,1.0
12.833,1.115,-0.95,1.0
12.866,1.13,-0.971,1.0
12.9,1.145,-0.992,1.0
12.933,1.16,-1.015,1.0
12.966,1.175,-1.038,1.0
13.0,1.19,-1.063,1.0
13.033,1.206,-1.089,1.0
13.066,1.222,-1.116,1.0
13.1,1.239,-1.144,1.0
13.133,1.256,-1.174,1.0
13.166,1.274,-1.205,1.0
13.2,1.292,-1.238,1.0
13.233,1.311,-1.272,1.0
13.266,1.33,-1.308,1.0
13.3,1.35,-1.344,1.0
13.333,1.371,-1.382,1.0
13.366,1.392,-1.42,1.0
13.4,1.414,-1.459,1.0
13.433,1.437,-1.498,1.0
13.466,1.461,-1.538,1.0
13.5,1.485,-1.577,1.0
13.533,1.51,-1.616,1.0
13.566,1.535,-1.654,1.0
13.6,1.561,-1.691,1.0
13.633,1.587,-1.726,1.0
13.666,1.614,-1.76,1.0
13.7,1.641,-1.792,1.0
13.733,1.669,-1.821,1.0
13.766,1.696,-1.848,1.0
13.8,1.724,-1.872,1.0
13.833,1.751,-1.892,1.0
13.866,1.778,-1.908,1.0
13.9,1.804,-1.921,1.0
13.933,1.83,-1.929,1.0
13.966,1.855,-1.933,1.0
14.0,1.878,-1.933,1.0
14.033,1.901,-1.927,1.0
14.066,1.922,-1.916,1.0
14.1,1.941,-1.9,1.0
14.133,1.958,-1.879,1.0
14.166,1.974,-1.852,1.0
14.2,1.987,-1.82,1.0
14.233,1.998,-1.782,1.0
14.266,2.006,-1.739,1.0
14.3,2.013,-1.689,1.0
14.333,2.016,-1.634,1.0
14.366,2.018,-1.573,1.0
14.4,1.994,-1.441,1.0
14.433,1.998,-1.386,1.0
14.466,2.002,-1.334,1.0
14.5,2.005,-1.286,1.0
14.533,2.007,-1.24,1.0
14.566,2.008,-1.199,1.0
14.6,2.007,-1.16,1.0
14.633,2.005,-1.124,1.0
14.666,2.001,-1.091,1.0
14.7,1.996,-1.062,1.0
14.733,1.988,-1.034,1.0
14.766,1.979,-1.009,1.0
14.8,1.968,-0.986,1.0
14.833,1.956,-0.965,1.0
14.866,1.941,-0.946,1.0
14.9,1.925,-0.928,1.0
14.933,1.908,-0.912,1.0
14.966,1.889,-0.896,1.0
15.0,1.868,-0.881,1.0
15.033,1.846,-0.867,1.0
15.066,1.823,-0.854,1.0
15.1,1.799,-0.84,1.0
15.133,1.774,-0.827,1.0
15.166,1.748,-0.814,1.0
15.2,1.722,-0.801,1.0
15.233,1.695,-0.787,1.0
15.266,1.667,-0.773,1.0
15.3,1.639,-0.758,1.0
15.333,1.61,-0.743,1.0
15.366,1.582,-0.727,1.0
15.4,1.553,-0.711,1.0
15.433,1.524,-0.693,1.0
15.466,1.496,-0.675,1.0
15.5,1.467,-0.657,1.0
15.533,1.439,-0.637,1.0
15.566,1.411,-0.616,1.0
15.6,1.383,-0.595,1.0
15.633,1.356,-0.573,1.0
15.666,1.329,-0.55,1.0
15.7,1.302,-0.526,1.0
15.733,1.276,-0.501,1.0
15.766,1.251,-0.476,1.0
15.8,1.226,-0.45,1.0
15.833,1.202,-0.423,1.0
15.866,1.178,-0.395,1.0
15.9,1.155,-0.367,1.0
15.933,1.132,-0.338,1.0
15.966,1.11,-0.309,1.0
16.0,1.088,-0.279,1.0
16.033,1.066,-0.248,1.0
16.066,1.046,-0.217,1.0
16.1,1.025,-0.185,1.0
16.133,1.005,-0.153,1.0
16.166,0.986,-0.12,1.0
16.2,0.966,-0.087,1.0
16.233,0.947,-0.053,1.0
16.266,0.928,-0.018,1.0
16.3,0.91,0.017,1.0
16.333,0.891,0.052,1.0
16.366,0.873,0.088,1.0
16.4,0.855,0.125,1.0
16.433,0.837,0.162,1.0
16.466,0.818,0.2,1.0
16.5,0.8,0.238,1.0
16.533,0.782,0.277,1.0
16.566,0.764,0.317,1.0
16.6,0.745,0.357,1.0
16.633,0.726,0.398,1.0
16.666,0.708,0.439,1.0
16.7,0.689,0.481,1.0
16.733,0.669,0.524,1.0
16.766,0.65,0.567,1.0
16.8,0.63,0.611,1.0
16.833,0.61,0.655,1.0
16.866,0.589,0.7,1.0
16.9,0.569,0.745,1.0
16.933,0.548,0.79,1.0
16.966,0.527,0.836,1.0
17.0,0.505,0.882,1.0
17.033,0.483,0.928,1.0
17.066,0.461,0.974,1.0
17.1,0.438,1.02,1.0
17.133,0.415,1.066,1.0
17.166,0.392,1.112,1.0
17.2,0.369,1.157,1.0
17.233,0.345,1.201,1.0
17.266,0.321,1.245,1.0
17.3,0.297,1.287,1.0
17.333,0.272,1.329,1.0
17.366,0.248,1.37,1.0
17.4,0.223,1.409,1.0
17.433,0.197,1.447,1.0
17.466,0.171,1.483,1.0
17.5,0.145,1.518,1.0
17.533,0.119,1.551,1.0
17.566,0.092,1.582,1.0
17.6,0.065,1.611,1.0
17.633,0.037,1.638,1.0
17.666,0.008,1.663,1.0
17.7,-0.021,1.687,1.0
17.733,-0.051,1.71,1.0
17.766,-0.081,1.73,1.0
17.8,-0.113,1.75,1.0
17.833,-0.146,1.77,1.0
17.866,-0.181,1.789,1.0
17.9,-0.217,1.809,1.0
17.933,-0.254,1.83,1.0
17.966,-0.294,1.853,1.0
18.0,-0.336,1.879,1.0
18.033,-0.38,1.909,1.0
18.066,-0.427,1.946,1.0
18.1,-0.478,1.989,1.0
18.133,-0.532,2.041,1.0
